"Published on","Unique ID","Target","Indicator","Indicator Code","Question Number","Question","Response"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","20.b Number of countries that have taken significant action to strengthen capacity-building and development and access to and transfer of technology, and to promote the development of and access to innovation and technical and scientific cooperation","20.b","20.4","Has your country undertaken a national assessment of the capacity-building and development needs of indigenous peoples and local communities, women and girls, children and youth and people with disabilities for the conservation and sustainable use of biodiversity? (Select all that apply)","none"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","20.b Number of countries that have taken significant action to strengthen capacity-building and development and access to and transfer of technology, and to promote the development of and access to innovation and technical and scientific cooperation","20.b","20.5","Has your country established partnerships to foster joint technology development and joint scientific research programmes for the conservation and sustainable use of biodiversity and strengthening scientific research and monitoring capabilities, including through South-South, North-South and triangular cooperation?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","20.b Number of countries that have taken significant action to strengthen capacity-building and development and access to and transfer of technology, and to promote the development of and access to innovation and technical and scientific cooperation","20.b","20.5.1","Specify for each type of partnership (optional)","Mongolia has established and is implementing partnerships that foster joint technology development and joint scientific research programmes for the conservation and sustainable use of biodiversity, and that strengthen national scientific research and monitoring capabilities. These partnerships are enabled through national laws and policies supporting science, innovation and technology transfer, and are implemented through a mix of South–South, North–South and triangular/multilateral cooperation mechanisms. Mongolia participates in joint international research projects and programmes with multiple partner countries and institutions, and contributes to—and benefits from—global biodiversity data infrastructure and capacity-building initiatives to improve biodiversity information management, monitoring and evidence-based decision-making."
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","20.5.1 (a)","Ensure full, equitable, inclusive, effective and gender-responsive representation and participation in biodiversity decision-making related to biodiversity of the following (select all that apply):","other"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.1(a)(other)","Please specify","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.1(a)(other) (b)","Respect the following rights and cultures of indigenous peoples and local communities (select all that apply):","rightsOverTraditionalKnowledge"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.1(a)(other) (c)","Ensure the full protection of environmental human rights defenders?","Yes"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.1(a)(other) (d)","Ensure public access to information related to biodiversity for the following (select all that apply):","other"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.1(d)(other)","Please specify","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.1(d)(other) (e)","Provide access to justice for one or more of the following categories (select all that apply):","womenGirls; childrenYouth; indigenousPeoplesLocalCommunities"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.2","Does your country have operational frameworks and mechanisms related to the policy, legislative and administrative frameworks listed under question 22.1?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.2 (a)","The full, equitable, inclusive, effective and gender-responsive representation and participation in biodiversity decision-making of the following (select all that apply):","other"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.3(a)(other)","Please specify","NA"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.3(a)(other) (b)","The following culture and rights of indigenous peoples and local communities (select all that apply):","notApplicable"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","22.b Number of countries taking action towards the full, equitable, inclusive, effective and gender responsive representation and participation in decision-making, and access to justice and information related to biodiversity by indigenous peoples and local communities, respecting their cultures and their rights over lands, territories, resources and traditional knowledge, as well as by women and girls, children and youth, and persons with disabilities, and the full protection of environmental human rights defenders","22.b","22.3(a)(other) (c)","The full protection of environmental human rights defenders?","Yes"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","23.b Number of countries with legal, administrative or policy frameworks, inter alia, to implement the Gender Plan of Action (2023–2030), to ensure that all women and girls have equal opportunity and capacity to contribute to the three objectives of the Convention, including by ensuring women’s equal rights and access to land and natural resources","23.b","23.1","Does your country have mechanisms for facilitating the full, equitable, meaningful and informed participation and leadership of all women and girls at all levels of action, engagement, policy and decision-making related to biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","23.b Number of countries with legal, administrative or policy frameworks, inter alia, to implement the Gender Plan of Action (2023–2030), to ensure that all women and girls have equal opportunity and capacity to contribute to the three objectives of the Convention, including by ensuring women’s equal rights and access to land and natural resources","23.b","23.2","Has your country adopted legal, administrative or policy measures that explicitly recognize and protect the rights and access of all women and girls to land and natural resources?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","23.b Number of countries with legal, administrative or policy frameworks, inter alia, to implement the Gender Plan of Action (2023–2030), to ensure that all women and girls have equal opportunity and capacity to contribute to the three objectives of the Convention, including by ensuring women’s equal rights and access to land and natural resources","23.b","23.3","Does your country explicitly apply a gender-responsive approach and recognize the contributions and roles of women and girls in its implementation of the Framework through its national reports or its national biodiversity strategy and action plan?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","23.b Number of countries with legal, administrative or policy frameworks, inter alia, to implement the Gender Plan of Action (2023–2030), to ensure that all women and girls have equal opportunity and capacity to contribute to the three objectives of the Convention, including by ensuring women’s equal rights and access to land and natural resources","23.b","23.4","Does your country conduct sex-disaggregated data collection and analyses to assess the differential impacts of biodiversity policies and programmes?","Under development"
